series_id,base_temperature_high,surface_xx-small,surface_x-small,surface_small,surface_medium,surface_large,surface_x-large,surface_xx-large,building_isOn,unique_building
100204,0,0,0,1,0,0,0,0,1,9
100205,0,0,0,0,0,0,0,1,1,1
100205,0,0,0,0,0,0,0,1,1,1
100205,0,0,0,0,0,0,0,1,1,1
100205,0,0,0,0,0,0,0,1,0,0
100205,0,0,0,0,0,0,0,1,0,0
100205,0,0,0,0,0,0,0,1,1,1
100205,0,0,0,0,0,0,0,1,1,1
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,0,8
100229,0,0,0,1,0,0,0,0,0,8
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,0,8
100229,0,0,0,1,0,0,0,0,0,8
100229,0,0,0,1,0,0,0,0,1,9
100229,0,0,0,1,0,0,0,0,1,9
100235,0,0,1,0,0,0,0,0,0,10
100235,0,0,1,0,0,0,0,0,0,10
100235,0,0,1,0,0,0,0,0,1,11
100235,0,0,1,0,0,0,0,0,1,11
100235,0,0,1,0,0,0,0,0,1,11
100235,0,0,1,0,0,0,0,0,1,11
100235,0,0,1,0,0,0,0,0,1,11
100240,0,0,0,0,0,0,0,1,0,0
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,0,0
100240,0,0,0,0,0,0,0,1,0,0
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,1,1
100240,0,0,0,0,0,0,0,1,0,0
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,0,10
100242,0,0,1,0,0,0,0,0,0,10
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,1,11
100242,0,0,1,0,0,0,0,0,0,10
100242,0,0,1,0,0,0,0,0,0,10
100243,0,0,0,0,0,0,1,0,1,3
100245,0,0,0,0,0,1,0,0,0,4
100246,0,0,0,1,0,0,0,0,1,9
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,0,10
100252,0,0,1,0,0,0,0,0,0,10
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,0,10
100252,0,0,1,0,0,0,0,0,0,10
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100252,0,0,1,0,0,0,0,0,1,11
100256,0,0,0,0,0,0,1,0,1,3
100257,0,0,0,0,0,0,1,0,1,3
100274,0,0,0,0,0,0,0,1,0,0
100274,0,0,0,0,0,0,0,1,1,1
100274,0,0,0,0,0,0,0,1,1,1
100274,0,0,0,0,0,0,0,1,1,1
100274,0,0,0,0,0,0,0,1,1,1
100274,0,0,0,0,0,0,0,1,1,1
100274,0,0,0,0,0,0,0,1,0,0
100277,0,0,0,0,0,0,1,0,1,3
100280,0,1,0,0,0,0,0,0,1,13
100280,0,1,0,0,0,0,0,0,1,13
100280,0,1,0,0,0,0,0,0,1,13
100280,0,1,0,0,0,0,0,0,1,13
100280,0,1,0,0,0,0,0,0,1,13
100280,0,1,0,0,0,0,0,0,0,12
100280,0,1,0,0,0,0,0,0,0,12
100289,0,0,1,0,0,0,0,0,1,11
100289,0,0,1,0,0,0,0,0,1,11
100289,0,0,1,0,0,0,0,0,0,10
100289,0,0,1,0,0,0,0,0,0,10
100289,0,0,1,0,0,0,0,0,1,11
100289,0,0,1,0,0,0,0,0,1,11
100289,0,0,1,0,0,0,0,0,1,11
100290,0,0,0,0,0,0,0,1,1,1
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,0,4
100296,0,0,0,0,0,1,0,0,0,4
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,1,5
100296,0,0,0,0,0,1,0,0,0,4
100296,0,0,0,0,0,1,0,0,0,4
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,0,4
100306,0,0,0,0,0,1,0,0,0,4
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,1,5
100306,0,0,0,0,0,1,0,0,0,4
100306,0,0,0,0,0,1,0,0,0,4
100310,0,0,0,0,0,0,1,0,1,3
100311,0,0,0,0,0,1,0,0,1,5
100311,0,0,0,0,0,1,0,0,1,5
100311,0,0,0,0,0,1,0,0,1,5
100311,0,0,0,0,0,1,0,0,1,5
100311,0,0,0,0,0,1,0,0,0,4
100311,0,0,0,0,0,1,0,0,0,4
100311,0,0,0,0,0,1,0,0,1,5
100335,0,0,0,0,0,0,1,0,1,3
100335,0,0,0,0,0,0,1,0,1,3
100335,0,0,0,0,0,0,1,0,0,2
100335,0,0,0,0,0,0,1,0,0,2
100335,0,0,0,0,0,0,1,0,1,3
100335,0,0,0,0,0,0,1,0,1,3
100335,0,0,0,0,0,0,1,0,1,3
100338,0,0,0,0,1,0,0,0,0,6
100350,0,0,0,0,0,0,0,1,1,1
100350,0,0,0,0,0,0,0,1,1,1
100350,0,0,0,0,0,0,0,1,1,1
100350,0,0,0,0,0,0,0,1,1,1
100350,0,0,0,0,0,0,0,1,0,0
100350,0,0,0,0,0,0,0,1,0,0
100350,0,0,0,0,0,0,0,1,1,1
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,0,2
100351,0,0,0,0,0,0,1,0,0,2
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,0,2
100351,0,0,0,0,0,0,1,0,0,2
100351,0,0,0,0,0,0,1,0,1,3
100351,0,0,0,0,0,0,1,0,1,3
100358,0,1,0,0,0,0,0,0,0,12
100358,0,1,0,0,0,0,0,0,1,13
100358,0,1,0,0,0,0,0,0,1,13
100358,0,1,0,0,0,0,0,0,1,13
100358,0,1,0,0,0,0,0,0,1,13
100358,0,1,0,0,0,0,0,0,1,13
100358,0,1,0,0,0,0,0,0,0,12
100360,0,0,0,0,0,0,1,0,1,3
100360,0,0,0,0,0,0,1,0,0,2
100360,0,0,0,0,0,0,1,0,0,2
100360,0,0,0,0,0,0,1,0,1,3
100360,0,0,0,0,0,0,1,0,1,3
100360,0,0,0,0,0,0,1,0,1,3
100360,0,0,0,0,0,0,1,0,1,3
100365,0,0,0,0,1,0,0,0,0,6
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100366,0,0,1,0,0,0,0,0,1,11
100369,0,0,0,1,0,0,0,0,0,8
100369,0,0,0,1,0,0,0,0,0,8
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,0,8
100369,0,0,0,1,0,0,0,0,0,8
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100369,0,0,0,1,0,0,0,0,1,9
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,0,10
100373,0,0,1,0,0,0,0,0,0,10
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,0,10
100373,0,0,1,0,0,0,0,0,0,10
100373,0,0,1,0,0,0,0,0,1,11
100373,0,0,1,0,0,0,0,0,1,11
100376,0,0,0,0,0,0,1,0,1,3
100376,0,0,0,0,0,0,1,0,1,3
100376,0,0,0,0,0,0,1,0,1,3
100376,0,0,0,0,0,0,1,0,1,3
100376,0,0,0,0,0,0,1,0,0,2
100376,0,0,0,0,0,0,1,0,0,2
100376,0,0,0,0,0,0,1,0,1,3
100380,0,0,0,0,0,1,0,0,1,5
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,1,5
100380,0,0,0,0,0,1,0,0,1,5
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,0,4
100380,0,0,0,0,0,1,0,0,1,5
100389,0,0,0,1,0,0,0,0,0,8
100389,0,0,0,1,0,0,0,0,0,8
100389,0,0,0,1,0,0,0,0,1,9
100389,0,0,0,1,0,0,0,0,1,9
100389,0,0,0,1,0,0,0,0,1,9
100389,0,0,0,1,0,0,0,0,1,9
100389,0,0,0,1,0,0,0,0,1,9
100393,0,0,1,0,0,0,0,0,1,11
100398,0,0,0,1,0,0,0,0,1,9
100398,0,0,0,1,0,0,0,0,1,9
100398,0,0,0,1,0,0,0,0,0,8
100398,0,0,0,1,0,0,0,0,0,8
100398,0,0,0,1,0,0,0,0,1,9
100398,0,0,0,1,0,0,0,0,1,9
100398,0,0,0,1,0,0,0,0,1,9
100401,0,0,0,0,0,0,1,0,1,3
100401,0,0,0,0,0,0,1,0,1,3
100401,0,0,0,0,0,0,1,0,1,3
100401,0,0,0,0,0,0,1,0,1,3
100401,0,0,0,0,0,0,1,0,1,3
100401,0,0,0,0,0,0,1,0,0,2
100401,0,0,0,0,0,0,1,0,0,2
100402,0,0,0,0,0,0,1,0,1,3
100402,0,0,0,0,0,0,1,0,1,3
100402,0,0,0,0,0,0,1,0,1,3
100402,0,0,0,0,0,0,1,0,0,2
100402,0,0,0,0,0,0,1,0,0,2
100402,0,0,0,0,0,0,1,0,1,3
100402,0,0,0,0,0,0,1,0,1,3
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,0,10
100409,0,0,1,0,0,0,0,0,0,10
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,0,10
100409,0,0,1,0,0,0,0,0,0,10
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100409,0,0,1,0,0,0,0,0,1,11
100416,0,1,0,0,0,0,0,0,1,13
100416,0,1,0,0,0,0,0,0,1,13
100416,0,1,0,0,0,0,0,0,1,13
100416,0,1,0,0,0,0,0,0,1,13
100416,0,1,0,0,0,0,0,0,1,13
100416,0,1,0,0,0,0,0,0,0,12
100416,0,1,0,0,0,0,0,0,0,12
100432,0,0,0,0,0,0,1,0,1,3
100447,0,0,0,0,0,0,1,0,1,3
100447,0,0,0,0,0,0,1,0,1,3
100447,0,0,0,0,0,0,1,0,0,2
100447,0,0,0,0,0,0,1,0,0,2
100447,0,0,0,0,0,0,1,0,1,3
100447,0,0,0,0,0,0,1,0,1,3
100447,0,0,0,0,0,0,1,0,1,3
100454,0,0,0,0,0,1,0,0,0,4
100454,0,0,0,0,0,1,0,0,1,5
100454,0,0,0,0,0,1,0,0,1,5
100454,0,0,0,0,0,1,0,0,1,5
100454,0,0,0,0,0,1,0,0,1,5
100454,0,0,0,0,0,1,0,0,1,5
100454,0,0,0,0,0,1,0,0,1,5
100466,0,0,0,0,0,0,1,0,1,3
100466,0,0,0,0,0,0,1,0,0,2
100466,0,0,0,0,0,0,1,0,0,2
100466,0,0,0,0,0,0,1,0,1,3
100466,0,0,0,0,0,0,1,0,1,3
100466,0,0,0,0,0,0,1,0,1,3
100466,0,0,0,0,0,0,1,0,1,3
100472,0,0,0,0,0,0,1,0,1,3
100477,0,0,1,0,0,0,0,0,1,11
100477,0,0,1,0,0,0,0,0,1,11
100477,0,0,1,0,0,0,0,0,1,11
100477,0,0,1,0,0,0,0,0,0,10
100477,0,0,1,0,0,0,0,0,0,10
100477,0,0,1,0,0,0,0,0,1,11
100477,0,0,1,0,0,0,0,0,1,11
100485,0,0,0,0,1,0,0,0,1,7
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,0,2
100486,0,0,0,0,0,0,1,0,0,2
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,1,3
100486,0,0,0,0,0,0,1,0,0,2
