series_id,base_temperature_high,surface_xx-small,surface_x-small,surface_small,surface_medium,surface_large,surface_x-large,surface_xx-large,building_isOn
100069,0,0,0,0,0,1,0,0,1
100069,0,0,0,0,0,1,0,0,1
100069,0,0,0,0,0,1,0,0,1
100069,0,0,0,0,0,1,0,0,0
100069,0,0,0,0,0,1,0,0,0
100071,0,0,1,0,0,0,0,0,0
100071,0,0,1,0,0,0,0,0,0
100071,0,0,1,0,0,0,0,0,1
100071,0,0,1,0,0,0,0,0,1
100071,0,0,1,0,0,0,0,0,1
100071,0,0,1,0,0,0,0,0,1
100071,0,0,1,0,0,0,0,0,1
100072,0,0,0,0,1,0,0,0,0
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,0
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100072,0,0,0,0,1,0,0,0,1
100074,0,0,0,0,0,0,1,0,1
100074,0,0,0,0,0,0,1,0,1
100074,0,0,0,0,0,0,1,0,1
100074,0,0,0,0,0,0,1,0,0
100074,0,0,0,0,0,0,1,0,0
100074,0,0,0,0,0,0,1,0,1
100074,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,0
100078,0,0,0,0,0,0,1,0,0
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,1
100078,0,0,0,0,0,0,1,0,0
100078,0,0,0,0,0,0,1,0,0
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100082,0,0,1,0,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,0
100090,0,0,0,1,0,0,0,0,0
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,0
100090,0,0,0,1,0,0,0,0,0
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100090,0,0,0,1,0,0,0,0,1
100094,0,0,0,0,0,0,1,0,0
100094,0,0,0,0,0,0,1,0,1
100094,0,0,0,0,0,0,1,0,1
100094,0,0,0,0,0,0,1,0,1
100094,0,0,0,0,0,0,1,0,1
100094,0,0,0,0,0,0,1,0,1
100094,0,0,0,0,0,0,1,0,0
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,0
100096,0,0,0,0,1,0,0,0,0
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,1
100096,0,0,0,0,1,0,0,0,0
100096,0,0,0,0,1,0,0,0,0
100096,0,0,0,0,1,0,0,0,1
100099,0,0,0,0,0,1,0,0,0
100099,0,0,0,0,0,1,0,0,0
100099,0,0,0,0,0,1,0,0,1
100099,0,0,0,0,0,1,0,0,1
100099,0,0,0,0,0,1,0,0,1
100099,0,0,0,0,0,1,0,0,1
100099,0,0,0,0,0,1,0,0,1
100104,0,0,0,0,0,0,1,0,1
100104,0,0,0,0,0,0,1,0,1
100104,0,0,0,0,0,0,1,0,0
100104,0,0,0,0,0,0,1,0,0
100104,0,0,0,0,0,0,1,0,1
100104,0,0,0,0,0,0,1,0,1
100104,0,0,0,0,0,0,1,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,0
100110,0,0,1,0,0,0,0,0,0
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,0
100110,0,0,1,0,0,0,0,0,0
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100110,0,0,1,0,0,0,0,0,1
100111,0,0,0,1,0,0,0,0,1
100111,0,0,0,1,0,0,0,0,1
100111,0,0,0,1,0,0,0,0,1
100111,0,0,0,1,0,0,0,0,1
100111,0,0,0,1,0,0,0,0,1
100111,0,0,0,1,0,0,0,0,0
100111,0,0,0,1,0,0,0,0,0
100128,0,0,0,1,0,0,0,0,1
100128,0,0,0,1,0,0,0,0,1
100128,0,0,0,1,0,0,0,0,0
100128,0,0,0,1,0,0,0,0,0
100128,0,0,0,1,0,0,0,0,1
100128,0,0,0,1,0,0,0,0,1
100128,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100135,0,0,0,1,0,0,0,0,1
100146,0,0,0,1,0,0,0,0,1
100147,0,0,0,0,0,0,1,0,0
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,0
100147,0,0,0,0,0,0,1,0,0
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,1
100147,0,0,0,0,0,0,1,0,0
100148,0,0,0,0,0,0,1,0,1
100148,0,0,0,0,0,0,1,0,0
100148,0,0,0,0,0,0,1,0,0
100148,0,0,0,0,0,0,1,0,1
100148,0,0,0,0,0,0,1,0,1
100148,0,0,0,0,0,0,1,0,1
100148,0,0,0,0,0,0,1,0,1
100150,0,0,0,1,0,0,0,0,1
100150,0,0,0,1,0,0,0,0,1
100150,0,0,0,1,0,0,0,0,0
100150,0,0,0,1,0,0,0,0,0
100150,0,0,0,1,0,0,0,0,1
100150,0,0,0,1,0,0,0,0,1
100150,0,0,0,1,0,0,0,0,1
100164,1,0,0,0,0,0,1,0,0
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,0
100164,1,0,0,0,0,0,1,0,0
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,1
100164,1,0,0,0,0,0,1,0,0
100167,0,0,1,0,0,0,0,0,1
100202,0,0,0,0,0,0,1,0,1
100203,0,0,1,0,0,0,0,0,0
100204,0,0,0,1,0,0,0,0,0
100204,0,0,0,1,0,0,0,0,0
100204,0,0,0,1,0,0,0,0,1
100204,0,0,0,1,0,0,0,0,1
100204,0,0,0,1,0,0,0,0,1
100204,0,0,0,1,0,0,0,0,1
100204,0,0,0,1,0,0,0,0,1
100205,0,0,0,0,0,0,0,1,1
100205,0,0,0,0,0,0,0,1,1
100205,0,0,0,0,0,0,0,1,1
100205,0,0,0,0,0,0,0,1,0
100205,0,0,0,0,0,0,0,1,0
100205,0,0,0,0,0,0,0,1,1
100205,0,0,0,0,0,0,0,1,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,0
100229,0,0,0,1,0,0,0,0,0
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,0
100229,0,0,0,1,0,0,0,0,0
100229,0,0,0,1,0,0,0,0,1
100229,0,0,0,1,0,0,0,0,1
100235,0,0,1,0,0,0,0,0,0
100235,0,0,1,0,0,0,0,0,0
100235,0,0,1,0,0,0,0,0,1
100235,0,0,1,0,0,0,0,0,1
100235,0,0,1,0,0,0,0,0,1
100235,0,0,1,0,0,0,0,0,1
100235,0,0,1,0,0,0,0,0,1
100240,0,0,0,0,0,0,0,1,0
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,0
100240,0,0,0,0,0,0,0,1,0
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,1
100240,0,0,0,0,0,0,0,1,0
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,0
100242,0,0,1,0,0,0,0,0,0
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,1
100242,0,0,1,0,0,0,0,0,0
100242,0,0,1,0,0,0,0,0,0
100243,0,0,0,0,0,0,1,0,1
100245,0,0,0,0,0,1,0,0,0
100246,0,0,0,1,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,0
100252,0,0,1,0,0,0,0,0,0
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,0
100252,0,0,1,0,0,0,0,0,0
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100252,0,0,1,0,0,0,0,0,1
100256,0,0,0,0,0,0,1,0,1
100257,0,0,0,0,0,0,1,0,1
100274,0,0,0,0,0,0,0,1,0
100274,0,0,0,0,0,0,0,1,1
100274,0,0,0,0,0,0,0,1,1
100274,0,0,0,0,0,0,0,1,1
100274,0,0,0,0,0,0,0,1,1
100274,0,0,0,0,0,0,0,1,1
100274,0,0,0,0,0,0,0,1,0
100277,0,0,0,0,0,0,1,0,1
100280,0,1,0,0,0,0,0,0,1
100280,0,1,0,0,0,0,0,0,1
100280,0,1,0,0,0,0,0,0,1
100280,0,1,0,0,0,0,0,0,1
100280,0,1,0,0,0,0,0,0,1
100280,0,1,0,0,0,0,0,0,0
100280,0,1,0,0,0,0,0,0,0
100289,0,0,1,0,0,0,0,0,1
100289,0,0,1,0,0,0,0,0,1
100289,0,0,1,0,0,0,0,0,0
100289,0,0,1,0,0,0,0,0,0
100289,0,0,1,0,0,0,0,0,1
100289,0,0,1,0,0,0,0,0,1
100289,0,0,1,0,0,0,0,0,1
100290,0,0,0,0,0,0,0,1,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,0
100296,0,0,0,0,0,1,0,0,0
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,1
100296,0,0,0,0,0,1,0,0,0
100296,0,0,0,0,0,1,0,0,0
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,0
100306,0,0,0,0,0,1,0,0,0
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,1
100306,0,0,0,0,0,1,0,0,0
100306,0,0,0,0,0,1,0,0,0
100310,0,0,0,0,0,0,1,0,1
100311,0,0,0,0,0,1,0,0,1
100311,0,0,0,0,0,1,0,0,1
100311,0,0,0,0,0,1,0,0,1
100311,0,0,0,0,0,1,0,0,1
100311,0,0,0,0,0,1,0,0,0
100311,0,0,0,0,0,1,0,0,0
100311,0,0,0,0,0,1,0,0,1
100335,0,0,0,0,0,0,1,0,1
100335,0,0,0,0,0,0,1,0,1
100335,0,0,0,0,0,0,1,0,0
100335,0,0,0,0,0,0,1,0,0
100335,0,0,0,0,0,0,1,0,1
100335,0,0,0,0,0,0,1,0,1
100335,0,0,0,0,0,0,1,0,1
100338,0,0,0,0,1,0,0,0,0
100350,0,0,0,0,0,0,0,1,1
100350,0,0,0,0,0,0,0,1,1
100350,0,0,0,0,0,0,0,1,1
100350,0,0,0,0,0,0,0,1,1
100350,0,0,0,0,0,0,0,1,0
100350,0,0,0,0,0,0,0,1,0
100350,0,0,0,0,0,0,0,1,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,0
100351,0,0,0,0,0,0,1,0,0
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,0
100351,0,0,0,0,0,0,1,0,0
100351,0,0,0,0,0,0,1,0,1
100351,0,0,0,0,0,0,1,0,1
100358,0,1,0,0,0,0,0,0,0
100358,0,1,0,0,0,0,0,0,1
100358,0,1,0,0,0,0,0,0,1
100358,0,1,0,0,0,0,0,0,1
100358,0,1,0,0,0,0,0,0,1
100358,0,1,0,0,0,0,0,0,1
100358,0,1,0,0,0,0,0,0,0
100360,0,0,0,0,0,0,1,0,1
100360,0,0,0,0,0,0,1,0,0
100360,0,0,0,0,0,0,1,0,0
100360,0,0,0,0,0,0,1,0,1
100360,0,0,0,0,0,0,1,0,1
100360,0,0,0,0,0,0,1,0,1
100360,0,0,0,0,0,0,1,0,1
100365,0,0,0,0,1,0,0,0,0
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100366,0,0,1,0,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,0
100369,0,0,0,1,0,0,0,0,0
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,0
100369,0,0,0,1,0,0,0,0,0
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100369,0,0,0,1,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,0
100373,0,0,1,0,0,0,0,0,0
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,0
100373,0,0,1,0,0,0,0,0,0
100373,0,0,1,0,0,0,0,0,1
100373,0,0,1,0,0,0,0,0,1
100376,0,0,0,0,0,0,1,0,1
100376,0,0,0,0,0,0,1,0,1
100376,0,0,0,0,0,0,1,0,1
100376,0,0,0,0,0,0,1,0,1
100376,0,0,0,0,0,0,1,0,0
100376,0,0,0,0,0,0,1,0,0
100376,0,0,0,0,0,0,1,0,1
100380,0,0,0,0,0,1,0,0,1
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,1
100380,0,0,0,0,0,1,0,0,1
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,0
100380,0,0,0,0,0,1,0,0,1
100389,0,0,0,1,0,0,0,0,0
100389,0,0,0,1,0,0,0,0,0
100389,0,0,0,1,0,0,0,0,1
100389,0,0,0,1,0,0,0,0,1
100389,0,0,0,1,0,0,0,0,1
100389,0,0,0,1,0,0,0,0,1
100389,0,0,0,1,0,0,0,0,1
100393,0,0,1,0,0,0,0,0,1
100398,0,0,0,1,0,0,0,0,1
100398,0,0,0,1,0,0,0,0,1
100398,0,0,0,1,0,0,0,0,0
100398,0,0,0,1,0,0,0,0,0
100398,0,0,0,1,0,0,0,0,1
100398,0,0,0,1,0,0,0,0,1
100398,0,0,0,1,0,0,0,0,1
100401,0,0,0,0,0,0,1,0,1
100401,0,0,0,0,0,0,1,0,1
100401,0,0,0,0,0,0,1,0,1
100401,0,0,0,0,0,0,1,0,1
100401,0,0,0,0,0,0,1,0,1
100401,0,0,0,0,0,0,1,0,0
100401,0,0,0,0,0,0,1,0,0
100402,0,0,0,0,0,0,1,0,1
100402,0,0,0,0,0,0,1,0,1
100402,0,0,0,0,0,0,1,0,1
100402,0,0,0,0,0,0,1,0,0
100402,0,0,0,0,0,0,1,0,0
100402,0,0,0,0,0,0,1,0,1
100402,0,0,0,0,0,0,1,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,0
100409,0,0,1,0,0,0,0,0,0
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,0
100409,0,0,1,0,0,0,0,0,0
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100409,0,0,1,0,0,0,0,0,1
100416,0,1,0,0,0,0,0,0,1
100416,0,1,0,0,0,0,0,0,1
100416,0,1,0,0,0,0,0,0,1
100416,0,1,0,0,0,0,0,0,1
100416,0,1,0,0,0,0,0,0,1
100416,0,1,0,0,0,0,0,0,0
100416,0,1,0,0,0,0,0,0,0
100432,0,0,0,0,0,0,1,0,1
100447,0,0,0,0,0,0,1,0,1
100447,0,0,0,0,0,0,1,0,1
100447,0,0,0,0,0,0,1,0,0
100447,0,0,0,0,0,0,1,0,0
100447,0,0,0,0,0,0,1,0,1
100447,0,0,0,0,0,0,1,0,1
100447,0,0,0,0,0,0,1,0,1
100454,0,0,0,0,0,1,0,0,0
100454,0,0,0,0,0,1,0,0,1
100454,0,0,0,0,0,1,0,0,1
100454,0,0,0,0,0,1,0,0,1
100454,0,0,0,0,0,1,0,0,1
100454,0,0,0,0,0,1,0,0,1
100454,0,0,0,0,0,1,0,0,1
100466,0,0,0,0,0,0,1,0,1
100466,0,0,0,0,0,0,1,0,0
100466,0,0,0,0,0,0,1,0,0
100466,0,0,0,0,0,0,1,0,1
100466,0,0,0,0,0,0,1,0,1
100466,0,0,0,0,0,0,1,0,1
100466,0,0,0,0,0,0,1,0,1
100472,0,0,0,0,0,0,1,0,1
100477,0,0,1,0,0,0,0,0,1
100477,0,0,1,0,0,0,0,0,1
100477,0,0,1,0,0,0,0,0,1
100477,0,0,1,0,0,0,0,0,0
100477,0,0,1,0,0,0,0,0,0
100477,0,0,1,0,0,0,0,0,1
100477,0,0,1,0,0,0,0,0,1
100485,0,0,0,0,1,0,0,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,0
100486,0,0,0,0,0,0,1,0,0
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,1
100486,0,0,0,0,0,0,1,0,0
100486,0,0,0,0,0,0,1,0,0
100491,0,0,0,0,0,0,1,0,1
100491,0,0,0,0,0,0,1,0,1
100491,0,0,0,0,0,0,1,0,1
100491,0,0,0,0,0,0,1,0,1
100491,0,0,0,0,0,0,1,0,0
100491,0,0,0,0,0,0,1,0,0
100491,0,0,0,0,0,0,1,0,1
100492,0,0,0,0,1,0,0,0,1
100497,0,0,0,0,0,0,1,0,1
100497,0,0,0,0,0,0,1,0,1
100497,0,0,0,0,0,0,1,0,0
100497,0,0,0,0,0,0,1,0,0
100497,0,0,0,0,0,0,1,0,1
100497,0,0,0,0,0,0,1,0,1
100497,0,0,0,0,0,0,1,0,1
100501,0,0,0,0,0,0,1,0,1
100501,0,0,0,0,0,0,1,0,1
100501,0,0,0,0,0,0,1,0,1
100501,0,0,0,0,0,0,1,0,1
100501,0,0,0,0,0,0,1,0,1
100501,0,0,0,0,0,0,1,0,0
100501,0,0,0,0,0,0,1,0,0
100503,0,0,0,0,0,0,0,1,0
100506,0,0,0,1,0,0,0,0,0
100513,0,0,1,0,0,0,0,0,0
100514,0,0,1,0,0,0,0,0,1
100530,0,0,0,0,1,0,0,0,1
100530,0,0,0,0,1,0,0,0,1
100530,0,0,0,0,1,0,0,0,1
100530,0,0,0,0,1,0,0,0,1
100530,0,0,0,0,1,0,0,0,0
100530,0,0,0,0,1,0,0,0,0
100530,0,0,0,0,1,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100531,0,0,1,0,0,0,0,0,1
100550,0,0,0,0,1,0,0,0,0
100556,0,0,0,0,0,0,1,0,1
100556,0,0,0,0,0,0,1,0,1
100556,0,0,0,0,0,0,1,0,1
100556,0,0,0,0,0,0,1,0,1
100556,0,0,0,0,0,0,1,0,0
100556,0,0,0,0,0,0,1,0,0
100556,0,0,0,0,0,0,1,0,1
100556,0,0,0,0,0,0,1,0,1
100556,0,0,0,0,0,0,1,0,1
