series_id,surface_xx-small,surface_x-small,surface_small,surface_medium,surface_large,surface_x-large,surface_xx-large,building_isOn,unique_building
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,0,10
100021,0,1,0,0,0,0,0,0,10
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,0,10
100021,0,1,0,0,0,0,0,0,10
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100021,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,1,11
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,0,10
100025,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,1,11
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,0,10
100027,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,0,10
100028,0,1,0,0,0,0,0,0,10
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,0,10
100028,0,1,0,0,0,0,0,0,10
100028,0,1,0,0,0,0,0,1,11
100028,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,0,10
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100033,0,1,0,0,0,0,0,1,11
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,0,4
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100036,0,0,0,0,1,0,0,1,5
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,1,11
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,0,10
100038,0,1,0,0,0,0,0,1,11
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,1,1
100040,0,0,0,0,0,0,1,0,0
100040,0,0,0,0,0,0,1,0,0
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,0,10
100043,0,1,0,0,0,0,0,1,11
100043,0,1,0,0,0,0,0,1,11
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,0,2
100044,0,0,0,0,0,1,0,1,3
100044,0,0,0,0,0,1,0,1,3
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,0,12
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100045,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100046,1,0,0,0,0,0,0,1,13
100049,0,1,0,0,0,0,0,1,11
100049,0,1,0,0,0,0,0,1,11
100049,0,1,0,0,0,0,0,1,11
100049,0,1,0,0,0,0,0,0,10
100049,0,1,0,0,0,0,0,0,10
100050,0,0,0,0,0,0,1,1,1
100050,0,0,0,0,0,0,1,0,0
100050,0,0,0,0,0,0,1,0,0
100050,0,0,0,0,0,0,1,1,1
100050,0,0,0,0,0,0,1,1,1
100050,0,0,0,0,0,0,1,1,1
100050,0,0,0,0,0,0,1,1,1
100050,0,0,0,0,0,0,1,1,1
100050,0,0,0,0,0,0,1,0,0
100050,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,1,1
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,0,0
100053,0,0,0,0,0,0,1,1,1
100054,0,0,0,0,1,0,0,1,5
100054,0,0,0,0,1,0,0,1,5
100054,0,0,0,0,1,0,0,1,5
100054,0,0,0,0,1,0,0,0,4
100054,0,0,0,0,1,0,0,0,4
100054,0,0,0,0,1,0,0,1,5
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,0,10
100060,0,1,0,0,0,0,0,1,11
100060,0,1,0,0,0,0,0,1,11
100062,0,0,0,0,0,0,1,1,1
100062,0,0,0,0,0,0,1,0,0
100062,0,0,0,0,0,0,1,0,0
100062,0,0,0,0,0,0,1,1,1
100062,0,0,0,0,0,0,1,1,1
100062,0,0,0,0,0,0,1,1,1
100062,0,0,0,0,0,0,1,1,1
100062,0,0,0,0,0,0,1,1,1
100062,0,0,0,0,0,0,1,0,0
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,1,11
100064,0,1,0,0,0,0,0,0,10
100064,0,1,0,0,0,0,0,0,10
100069,0,0,0,0,1,0,0,1,5
100069,0,0,0,0,1,0,0,0,4
100069,0,0,0,0,1,0,0,0,4
100071,0,1,0,0,0,0,0,1,11
100071,0,1,0,0,0,0,0,0,10
100071,0,1,0,0,0,0,0,0,10
100071,0,1,0,0,0,0,0,1,11
100071,0,1,0,0,0,0,0,1,11
100071,0,1,0,0,0,0,0,1,11
100071,0,1,0,0,0,0,0,1,11
100071,0,1,0,0,0,0,0,1,11
100072,0,0,0,1,0,0,0,1,7
100072,0,0,0,1,0,0,0,1,7
100072,0,0,0,1,0,0,0,1,7
100072,0,0,0,1,0,0,0,1,7
100072,0,0,0,1,0,0,0,0,6
100074,0,0,0,0,0,1,0,1,3
100074,0,0,0,0,0,1,0,1,3
100074,0,0,0,0,0,1,0,1,3
100074,0,0,0,0,0,1,0,0,2
100074,0,0,0,0,0,1,0,0,2
100074,0,0,0,0,0,1,0,1,3
100074,0,0,0,0,0,1,0,1,3
100078,0,0,0,0,0,1,0,1,3
100078,0,0,0,0,0,1,0,0,2
100078,0,0,0,0,0,1,0,0,2
100078,0,0,0,0,0,1,0,1,3
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,0,4
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100080,0,0,0,0,1,0,0,1,5
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100082,0,1,0,0,0,0,0,1,11
100085,0,0,1,0,0,0,0,1,9
100085,0,0,1,0,0,0,0,1,9
100085,0,0,1,0,0,0,0,0,8
100085,0,0,1,0,0,0,0,0,8
100085,0,0,1,0,0,0,0,1,9
100085,0,0,1,0,0,0,0,1,9
100085,0,0,1,0,0,0,0,1,9
100085,0,0,1,0,0,0,0,1,9
